-47.81,74.29,-43.93,-33.01,-36.24,-0.12
-47.81,74.28,-43.93,-33.01,-36.24,-0.12
-47.81,74.28,-43.93,-33.01,-36.24,-0.12
-47.81,74.28,-43.93,-33.01,-36.24,-0.12
-47.81,74.28,-43.93,-33.01,-36.24,-0.12
-47.81,74.28,-43.93,-33.01,-36.24,-0.12
-47.81,74.28,-43.93,-33.01,-36.24,-0.12
-47.81,74.32,-43.87,-32.95,-36.34,-0.09
-47.13,74.58,-43.41,-32.41,-37.91,0.16
-45.75,74.83,-43.12,-31.99,-40.03,0.37
-45.79,74.97,-42.78,-31.65,-40.57,0.56
-44.72,75.21,-42.41,-31.15,-42.51,0.82
-43.10,75.42,-42.17,-30.75,-44.89,1.03
-41.13,75.63,-42.01,-30.39,-47.57,1.22
-39.06,75.82,-41.90,-30.07,-50.28,1.39
-36.82,76.01,-41.82,-29.76,-53.16,1.55
-34.57,76.20,-41.76,-29.47,-56.01,1.70
-33.73,76.23,-41.78,-29.42,-57.00,1.77
-32.86,75.73,-42.24,-29.77,-57.71,1.89
-31.89,75.18,-42.77,-30.06,-58.94,1.96
-31.50,74.99,-42.94,-30.23,-58.99,2.00
-30.53,74.41,-43.47,-30.54,-59.91,2.06
-30.12,74.18,-43.69,-30.65,-60.35,2.07
-29.28,73.57,-44.28,-30.97,-60.85,2.11
-28.39,72.78,-45.11,-31.21,-61.89,2.11
-27.29,71.85,-46.15,-31.42,-63.33,2.10
-25.99,70.93,-47.21,-31.60,-64.88,2.07
-25.36,70.56,-47.66,-31.67,-65.55,2.06
-24.29,69.72,-48.11,-31.89,-65.88,1.99
-23.15,68.46,-48.88,-32.06,-66.71,1.92
-21.59,67.00,-49.87,-32.21,-67.98,1.83
-19.90,65.78,-50.78,-32.33,-69.34,1.75
-19.06,65.32,-51.15,-32.37,-69.98,1.71
-17.72,64.83,-51.31,-32.41,-70.26,1.57
-16.11,63.96,-51.82,-32.46,-71.00,1.44
-14.19,63.05,-52.45,-32.49,-72.11,1.31
-12.22,62.31,-53.03,-32.51,-73.36,1.19
-11.26,62.01,-53.29,-32.52,-74.01,1.14
-10.18,61.97,-53.21,-32.40,-74.37,0.97
-8.76,61.55,-53.48,-32.35,-75.16,0.83
-8.31,61.64,-53.40,-32.28,-75.31,0.74
-7.09,61.46,-53.51,-32.19,-75.94,0.60
-5.68,61.17,-53.79,-32.11,-76.89,0.47
-4.06,60.92,-54.12,-32.04,-78.11,0.35
-2.48,60.84,-54.36,-31.96,-79.38,0.25
-2.12,61.01,-54.28,-31.91,-79.52,0.19
-0.82,61.05,-54.36,-31.88,-79.97,0.08
0.76,60.97,-54.57,-31.90,-80.67,-0.02
2.51,60.94,-54.81,-31.92,-81.63,-0.10
4.09,61.07,-54.97,-31.91,-82.68,-0.18
4.44,61.35,-54.89,-31.86,-83.00,-0.21
5.37,61.79,-54.87,-31.79,-83.85,-0.28
6.04,61.92,-54.95,-31.76,-84.46,-0.31
6.80,62.52,-54.81,-31.69,-85.24,-0.36
7.98,62.89,-54.88,-31.63,-86.32,-0.40
9.23,63.17,-55.02,-31.59,-87.51,-0.42
10.56,63.49,-55.16,-31.55,-88.84,-0.45
11.45,63.72,-55.25,-31.53,-89.76,-0.46
12.26,64.36,-55.06,-31.52,-90.69,-0.47
13.57,64.95,-54.99,-31.53,-91.97,-0.47
14.15,65.31,-54.91,-31.53,-92.61,-0.47
15.40,66.01,-54.75,-31.55,-93.91,-0.47
16.57,66.52,-54.68,-31.57,-95.03,-0.46
17.11,67.01,-54.52,-31.58,-95.72,-0.45
18.33,67.71,-54.35,-31.61,-96.98,-0.44
19.58,68.40,-54.19,-31.64,-98.24,-0.42
20.81,69.10,-54.02,-31.67,-99.49,-0.41
22.01,69.86,-53.81,-31.70,-100.78,-0.39
23.17,70.65,-53.57,-31.74,-102.08,-0.38
24.26,71.48,-53.30,-31.77,-103.39,-0.36
24.73,71.86,-53.17,-31.79,-103.99,-0.35
25.46,72.46,-52.97,-31.83,-104.97,-0.33
26.15,73.02,-52.77,-31.86,-105.90,-0.31
26.87,73.60,-52.57,-31.90,-106.87,-0.29
27.53,74.13,-52.38,-31.93,-107.75,-0.27
27.85,74.39,-52.30,-31.94,-108.18,-0.27
28.41,74.83,-52.14,-31.97,-108.93,-0.25
28.92,75.24,-52.00,-32.00,-109.61,-0.24
29.50,75.70,-51.84,-32.03,-110.38,-0.22
30.02,76.11,-51.70,-32.05,-111.08,-0.21
30.57,76.55,-51.55,-32.08,-111.81,-0.19
31.09,76.96,-51.40,-32.11,-112.51,-0.18
31.59,77.36,-51.27,-32.13,-113.18,-0.16
31.77,77.50,-51.22,-32.14,-113.41,-0.16
32.09,77.76,-51.13,-32.15,-113.85,-0.15
32.42,78.02,-51.04,-32.17,-114.29,-0.14
32.75,78.29,-50.94,-32.19,-114.73,-0.13
36.02,80.89,-50.04,-32.35,-119.10,-0.04
36.02,80.89,-50.04,-32.35,-119.10,-0.04
36.02,80.89,-50.04,-32.35,-119.10,-0.04
36.02,80.89,-50.04,-32.35,-119.10,-0.04
36.02,80.89,-50.04,-32.35,-119.10,-0.04
36.02,80.89,-50.04,-32.35,-119.10,-0.04
36.00,80.89,-50.02,-32.34,-119.07,-0.05
36.06,80.98,-50.60,-32.55,-119.42,0.05
35.17,80.99,-50.99,-32.71,-118.78,0.14
33.65,80.94,-51.23,-32.86,-117.47,0.20
31.87,80.87,-51.41,-32.99,-115.87,0.26
30.95,80.83,-51.47,-33.05,-115.03,0.29
31.39,80.77,-52.07,-33.21,-115.57,0.37
31.06,80.46,-52.54,-33.33,-115.15,0.43
30.22,79.96,-52.96,-33.44,-114.07,0.48
29.16,79.40,-53.34,-33.53,-112.69,0.53
27.92,78.75,-53.71,-33.62,-111.06,0.57
26.65,78.10,-54.05,-33.70,-109.38,0.60
25.28,77.39,-54.40,-33.78,-107.54,0.64
23.86,76.73,-54.71,-33.86,-105.73,0.67
22.24,76.05,-55.00,-33.93,-103.77,0.70
20.60,75.51,-55.21,-34.00,-101.96,0.73
18.56,75.02,-55.38,-34.08,-99.91,0.76
16.41,74.72,-55.43,-34.15,-97.94,0.79
15.98,74.49,-55.33,-34.21,-97.44,0.99
14.83,73.77,-55.02,-34.35,-96.03,1.47
13.30,73.08,-54.69,-34.44,-94.31,1.83
11.50,72.40,-54.33,-34.51,-92.36,2.14
9.58,71.78,-53.95,-34.56,-90.33,2.41
9.14,71.46,-53.82,-34.62,-89.76,2.61
8.16,70.24,-53.81,-34.73,-88.46,3.03
7.21,69.23,-53.90,-34.77,-87.32,3.25
6.73,68.78,-53.65,-34.87,-86.60,3.59
5.52,67.74,-53.55,-34.94,-85.15,3.91
4.00,66.68,-53.46,-34.99,-83.46,4.15
2.29,65.71,-53.33,-35.02,-81.61,4.35
0.71,65.04,-53.15,-35.03,-79.95,4.49
0.25,64.66,-52.86,-35.15,-79.26,4.77
-1.15,63.82,-52.58,-35.24,-77.64,5.06
-2.74,63.05,-52.33,-35.30,-75.92,5.24
-4.47,62.35,-52.07,-35.34,-74.09,5.38
-6.09,61.86,-51.79,-35.36,-72.41,5.48
-6.45,61.61,-51.56,-35.49,-71.93,5.68
-7.79,60.97,-51.29,-35.61,-70.52,5.87
-9.29,60.35,-51.09,-35.68,-69.03,5.97
-10.94,59.78,-50.90,-35.74,-67.45,6.02
-12.62,59.34,-50.68,-35.77,-65.87,6.05
-14.37,59.01,-50.41,-35.80,-64.25,6.06
-16.15,58.81,-50.08,-35.82,-62.61,6.06
-16.76,58.72,-49.89,-35.89,-62.00,6.13
-17.61,58.29,-49.72,-36.08,-61.20,6.26
-18.64,57.80,-49.68,-36.22,-60.33,6.30
-19.93,57.29,-49.65,-36.35,-59.32,6.29
-21.22,56.91,-49.59,-36.44,-58.32,6.26
-21.74,56.83,-49.51,-36.50,-57.90,6.26
-22.51,56.77,-49.27,-36.65,-57.25,6.30
-23.49,56.64,-49.13,-36.76,-56.52,6.26
-24.67,56.51,-49.01,-36.85,-55.71,6.18
-25.79,56.45,-48.88,-36.91,-54.93,6.08
-26.34,56.51,-48.79,-36.92,-54.55,6.03
-27.81,56.70,-48.61,-36.97,-53.95,5.84
-29.74,56.68,-48.50,-37.05,-53.49,5.63
-30.15,57.09,-48.32,-36.98,-53.12,5.53
-31.85,57.68,-47.99,-36.90,-52.55,5.31
-33.73,58.39,-47.58,-36.77,-52.02,5.07
-35.61,59.26,-47.12,-36.61,-51.41,4.81
-37.09,60.16,-46.69,-36.43,-50.70,4.56
-37.35,60.57,-46.56,-36.35,-50.30,4.45
-38.21,61.49,-46.21,-36.14,-49.50,4.21
-38.59,61.93,-46.05,-36.04,-49.10,4.10
-39.18,62.66,-45.81,-35.88,-48.33,3.88
-39.75,63.35,-45.59,-35.72,-47.61,3.67
-40.32,64.08,-45.36,-35.55,-46.84,3.45
-40.87,64.77,-45.15,-35.39,-46.09,3.24
-41.42,65.48,-44.93,-35.22,-45.31,3.02
-41.94,66.16,-44.72,-35.06,-44.55,2.80
-42.46,66.84,-44.52,-34.90,-43.80,2.59
-42.98,67.52,-44.31,-34.75,-43.05,2.38
-43.52,68.22,-44.10,-34.58,-42.27,2.16
-43.76,68.54,-44.01,-34.51,-41.92,2.06
-44.03,68.90,-43.90,-34.42,-41.53,1.95
-44.31,69.25,-43.80,-34.33,-41.14,1.83
-44.58,69.61,-43.69,-34.24,-40.75,1.72
-44.85,69.96,-43.59,-34.15,-40.37,1.61
